"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AC004263.2",99.1807481085378,-0.280446793728349,0.231656935258176,-1.21061255263434,0.226043931102526,0.543920500448942
"KLHL20",349.989261656048,-0.157845784301429,0.130402639891697,-1.2104493009691,0.226106533842968,0.543982915944237
"DSC2",922.483459268927,0.102666873892766,0.0848250234934055,1.21033711120336,0.226149562854087,0.543998226988666
"EIF3K",1529.66778064317,-0.0796946418621289,0.0659065472466506,-1.20920675094505,0.22658342475508,0.54495352133103
"CCT2",2613.3070576492,0.0617786407630893,0.0511003423493369,1.20896725780725,0.226675424676291,0.544998100133226
"SETD5",3508.86706415165,0.0581789649730269,0.0481210061825074,1.20901389202821,0.226657508317949,0.544998100133226
"TP53INP2",1564.63657219138,-0.0911418980049171,0.0754036137969091,-1.20872055615792,0.226770221562409,0.545137682650918
"ADAP1",79.2960684521802,-0.31464665982407,0.260439437314323,-1.20813753503976,0.226994363989204,0.545534094738783
"COX17",278.335889811993,0.162387305789744,0.134415410350948,1.20810036115475,0.227008660842303,0.545534094738783
"DGKG",41.5746257002144,0.426222617161119,0.352851903991261,1.20793628244578,0.227071772200747,0.545597390144531
"GLS",7877.64250882857,-0.0654096701288894,0.0541648469974259,-1.20760370895164,0.227199731896692,0.545728091654722
"ZNF407",711.83819299862,0.113916397173507,0.094328932210062,1.20765065928898,0.227181664349968,0.545728091654722
"CARHSP1",2062.64727091,-0.0725277427923011,0.0600673846456439,-1.20743966497234,0.227262867755525,0.545788809119231
"FUNDC2",642.655338152063,0.112405035822548,0.0931008620175467,1.20734688580394,0.227298581353894,0.545788809119231
"ECI2",1183.17078825355,0.083955503015097,0.0695462290403207,1.20718986742505,0.227359031744745,0.545845623624074
"UBE2M",1197.38297001448,0.092374766822668,0.076539822898055,1.20688503480997,0.227476421749792,0.546039098770694
"DCLK2",67.4428575416008,0.33200692629607,0.275174644390914,1.20653168111092,0.227612551115863,0.546277486396969
"AC019080.1",88.3183721820534,0.280597604410817,0.232707598755497,1.20579476523943,0.227896634423787,0.546870833728889
"AC008894.2",254.709483630559,0.219885678416736,0.182418509259173,1.2053912692836,0.228052290331884,0.547085771475762
"FBXO21",1288.88023893759,0.0874697860846388,0.0725724199467003,1.20527586304659,0.228096824314151,0.547085771475762
"ZNF765",263.014317055453,-0.170194781844137,0.141200899402236,-1.20533780283726,0.228072921668209,0.547085771475762
"PTPN20",66.5460075347353,-0.332799387214959,0.276191997136185,-1.20495666299434,0.228220032325338,0.547204366452979
"ZFP1",194.416298487432,0.213633630371164,0.177286952681259,1.20501608911544,0.22819709084953,0.547204366452979
"NPY5R",37.9083744052464,-0.473299938638892,0.392867707276271,-1.20473108344856,0.22830713234578,0.547324757249044
"PPIEL",68.5044666126344,-0.321530800151923,0.266920100481899,-1.20459568077275,0.22835942494413,0.547361678173837
"AC108488.3",33.5912465953394,-0.460941174220018,0.382870358638567,-1.20390927064466,0.22862464820019,0.547643510711369
"ANKRD45",31.0743108089747,0.493781011880104,0.410145021716816,1.20391809173545,0.228621238412236,0.547643510711369
"MRPL1",256.626337687617,-0.178489912788893,0.14822490761118,-1.2041829923558,0.22851885808955,0.547643510711369
"ZDHHC3",1499.69259828533,-0.0787862008745825,0.0654417391540047,-1.20391361680004,0.228622968191615,0.547643510711369
"RPS3A",8030.47089628072,-0.0644224970798727,0.053521422949642,-1.20367683685255,0.228714508407404,0.547770324655472
"AC017116.2",33.1260189684093,-0.505244476052271,0.419836879710353,-1.20343042850557,0.228809798713152,0.547910100630573
"PCK2",689.910847392503,0.113762078396686,0.0945431028132339,1.20328268283534,0.228866948033564,0.547958513470063
"CAPN2",11146.108817061,0.0407492274786732,0.03388834166325,1.20245563750508,0.22918704406796,0.54863636218721
"MMAA",445.144533311691,0.136113477660282,0.113222806296941,1.20217367959691,0.229296244626458,0.548809224314044
"PDSS1",101.168833058627,-0.279121809770719,0.23220541043522,-1.20204696887796,0.229345330962935,0.54882632853491
"SNAPC2",387.542491213504,0.147662492025478,0.122850982944399,1.20196426993432,0.229377371654983,0.54882632853491
"ATP7A",439.061272445765,0.129907643087031,0.108092098746063,1.2018236725352,0.22943185170443,0.548868168935606
"AC006001.3",521.385202819574,-0.122780789909806,0.102193290390142,-1.2014564698041,0.22957418241762,0.549110891398343
"BZW1",4605.85143380356,-0.0518943666096184,0.0431959551324402,-1.20137097213173,0.229607331012693,0.549110891398343
"CHD7",1402.87450201448,-0.0795662895605182,0.0662364876158582,-1.20124560381231,0.229655944149855,0.549125908076483
"LIG4",414.159134356274,-0.143145188157529,0.119172070211906,-1.20116389606218,0.229687631294915,0.549125908076483
"CTBP1-DT",335.920458185234,0.145972984745184,0.121583687776639,1.20059678575756,0.229907648485489,0.549132142834721
"EIF4EP2",269.743044034838,0.183632834134511,0.152964974013187,1.20048942785216,0.229949316130762,0.549132142834721
"EXOSC5",184.755113446319,-0.196574637604175,0.163681167768732,-1.20096062536601,0.229766475351986,0.549132142834721
"GALK1",584.244521450611,0.11461222016146,0.0954662477869569,1.20055226656891,0.2299249265777,0.549132142834721
"KCNK1",167.746344529554,-0.217075521458864,0.180775165809592,-1.20080388523889,0.229827284409178,0.549132142834721
"PGAM5",1386.05373886956,-0.0791736232573748,0.0659383740016796,-1.20072149876426,0.229859251737999,0.549132142834721
"TFPT",262.755569904565,0.166557854102706,0.13868931872109,1.20094218962644,0.229773627106075,0.549132142834721
"CHORDC1",560.325621797026,-0.123793248528847,0.103135724670631,-1.20029455287376,0.230024964539033,0.549224396341427
"MAPKAPK2",2973.5198657843,-0.061911921437451,0.0515856942010974,-1.20017618055306,0.230070924063081,0.549245744219459
"ABHD13",283.933817850491,0.1686351928777,0.140584850408771,1.19952606833075,0.230323454628453,0.549760150631011
"FAM215B",66.3930703990737,-0.339415558023029,0.282998998937423,-1.19935250406338,0.230390907509475,0.54978279364094
"GPR37",45.4165676969635,0.41776192351033,0.348334946950993,1.19931097114153,0.230407050674622,0.54978279364094
"TXNDC9",501.282818221002,0.124601009726113,0.103916536981982,1.19904890352262,0.230508930602835,0.549937450290122
"AC138028.2",85.8405595670256,-0.324592004245861,0.27079308722118,-1.19867167798393,0.230655634889595,0.549999312482077
"EIF2AK2",4610.84038688402,0.492305181981821,0.41069959187364,1.19869898028359,0.230645014705785,0.549999312482077
"ZNF26",225.521638181916,-0.185814165435466,0.154992097161715,-1.19886219257742,0.230581534828018,0.549999312482077
"ZSWIM3",84.3466280921924,0.298462707556868,0.249009231042788,1.19860097678701,0.230683138206913,0.549999312482077
"MAP3K5",1157.27065067636,0.0877687089394454,0.0732406678440761,1.19836030340819,0.230776779501318,0.55013417054323
"FKBP2",796.512268064956,0.107878667737517,0.0900415970741085,1.19809811512703,0.230878822563831,0.550200624860192
"TBL1X",1943.47684137197,-0.0764157213331223,0.0637762920075079,-1.19818382235402,0.230845461985678,0.550200624860192
"CCDC124",1147.76451717857,0.0855263028845288,0.0713988794182065,1.1978661791535,0.230969118223473,0.550327414016648
"GSTM3",327.581314998861,0.153579906411759,0.128259209034109,1.19741816255016,0.231143607896417,0.550654738336406
"ATXN10",1731.47799327802,0.0811395650208228,0.0677722743593721,1.19723833658833,0.231213671306038,0.550733222213466
"DOCK8",434.266056129962,-0.12938646863106,0.108098862195907,-1.19692720166263,0.231334930667387,0.550933606149602
"AP1AR",361.194975479272,-0.143267749121335,0.119706303379371,-1.19682710999181,0.231373949236299,0.550938097387091
"KMO",62.5978238810373,0.357505062699772,0.29873447332694,1.19673186264148,0.231411083692366,0.550938101531391
"AC122688.3",73.2722181998893,-0.326804482298862,0.273111652660476,-1.19659662674714,0.231463815910023,0.55097523450297
"TOMM70",1871.46341283213,-0.0715834006806225,0.059833568950312,-1.19637524447302,0.231550157405052,0.551092346072947
"TMEM141",437.232251121515,0.145759633208618,0.121844383117317,1.19627700087148,0.231588480805063,0.551095154724094
"SLC6A9",54.6827169795434,0.390028855562617,0.326140651573565,1.19589156911536,0.231738875628459,0.551364608354625
"EVA1C",78.5239341961781,0.29625050378889,0.247769749130759,1.19566857870347,0.231825917773768,0.551483267918774
"IRF1",957.95723433924,0.242681778029652,0.203007443664931,1.19543290456977,0.231917936115321,0.551613725255373
"LOXL1-AS1",214.718296929601,-0.189634036567733,0.158653045554098,-1.19527511057499,0.231979560854372,0.551671861579792
"PRPSAP1",607.34711482432,-0.113301005152507,0.0948118974450647,-1.19500830808871,0.232083784124779,0.551742846508468
"RTRAF",1335.1667514941,-0.0824245347601784,0.0689717101461029,-1.19504844211603,0.232068104112864,0.551742846508468
"AC093525.4",31.1472028934176,-0.489498916406611,0.409731129342036,-1.19468324799404,0.232210809961496,0.551956390163203
"NDUFA4",1021.9502814302,-0.088609818503831,0.0741883770388649,-1.1943894992798,0.232325642486581,0.552140887005191
"WWC3",683.615646214483,0.110952556848438,0.0929095816934581,1.19419929383075,0.23240001927384,0.552229193780583
"IDH3G",1559.24473287802,0.0737059001688708,0.061747844701444,1.19365947953722,0.232611197012428,0.552642486801184
"AC126323.1",59.2949628119801,-0.427078350004107,0.357959325856959,-1.193091837967,0.232833407728411,0.552793915601301
"ACSM5",277.321807754397,-0.174530119551931,0.146268021205185,-1.19322130780111,0.232782711817399,0.552793915601301
"IFNAR1",1336.58541452378,-0.0817775500069591,0.068525062139435,-1.19339621816844,0.23271423540085,0.552793915601301
"PODXL2",133.61356391301,-0.235321720754745,0.197235961883785,-1.19309743774516,0.232831214886843,0.552793915601301
"ZKSCAN1",3421.14829478648,-0.056153229997924,0.0470681060754238,-1.1930208092066,0.232861223462164,0.552793915601301
"RXRA",2493.21545055799,-0.0676227598613119,0.0566956308397068,-1.19273317643293,0.232973888084748,0.552972896738668
"AC105942.1",127.021273114671,0.261023528882639,0.218938449972007,1.19222333453084,0.233173686141217,0.552982348360071
"ATG4A",182.697770727613,0.197692772682255,0.165828439735669,1.19215240158671,0.233201493138031,0.552982348360071
"BTBD1",1584.30730045256,-0.0801588878018072,0.0672241425759995,-1.19241220088727,0.233099658579869,0.552982348360071
"DAPP1",36.4146759984445,0.444853654627089,0.373123490537231,1.19224242351126,0.233166203317254,0.552982348360071
"LEPROT",3192.30268483034,-0.058356127080536,0.04893083945509,-1.1926246868112,0.233016393081799,0.552982348360071
"MSRA",255.883306967044,0.173185649804703,0.14524131041416,1.19239938906402,0.233104679741428,0.552982348360071
"ALKBH5",3679.0021404383,0.0596117993891714,0.0500139726748333,1.19190290634856,0.233299318465339,0.553037544027837
"LINC01806",33.5697276411473,-0.473046238247658,0.396857470729267,-1.1919801771109,0.233269018033157,0.553037544027837
"STAG3L2",464.757653709419,-0.130422563323755,0.109440753933819,-1.19171842879139,0.233371669527153,0.553120680634883
"HSPB1",8607.81820785074,0.0483906702975845,0.0406168081473692,1.19139520077525,0.23349847609458,0.553296760888904
"KRIT1",531.718596940401,-0.135442414483998,0.113696450602804,-1.19126334873164,0.233550217396509,0.553296760888904
"PIGW",188.131398994561,-0.21252322776578,0.178404457187973,-1.19124393591724,0.233557836048204,0.553296760888904
"CCDC102A",250.02955311097,0.180922587601871,0.151926827594142,1.19085345535673,0.233711119424251,0.553413200442067
"RBM10",1546.37835682591,0.0803003604762732,0.0674320538379531,1.19083367487581,0.233718886160948,0.553413200442067
"SMIM10L2A",232.18222155335,0.177081768273111,0.148683440417857,1.19099859254968,0.233654137408564,0.553413200442067
"IGDCC4",1108.97820474906,-0.0895778187901939,0.0753016926733241,-1.18958572656265,0.234209258628829,0.554485841754578
"G3BP1",4190.13539660516,-0.0531311759435808,0.0446710016281936,-1.18938850724242,0.234286821221485,0.55458097741914
"PROSER1",987.884807544438,-0.0928448719976973,0.0780920970794867,-1.18891508193453,0.234473084623429,0.554844841556272
"SLC15A4",1007.62771785208,0.0868229356150469,0.0730237863778671,1.18896786816524,0.234452311331773,0.554844841556272
"LINC01002",122.015990931877,-0.263202390397095,0.221421118369247,-1.18869596692296,0.234559328246666,0.554871931313103
"STXBP5",712.508241319254,0.102608938376879,0.0863143102664653,1.18878246330312,0.234525280605591,0.554871931313103
"AC025257.1",43.4500107885173,0.474744626391141,0.399498417360254,1.18835170744377,0.234694874084081,0.554952273801416
"LHPP",376.299949970432,-0.148048033163812,0.124579585026338,-1.18838117122089,0.234683271093601,0.554952273801416
"RHEBP1",62.2978807380833,-0.342853312623495,0.288518202082898,-1.18832472318327,0.234705500984288,0.554952273801416
"C22orf39",459.922387832888,-0.140975529127138,0.118654218946741,-1.18812066168853,0.234785875202671,0.555053860800196
"JPH2",105.820344872223,0.273605202242402,0.230313916494438,1.18796643471177,0.234846633904016,0.555109050061157
"SKA2",498.413675230206,-0.143023297512384,0.120415904092635,-1.18774424848695,0.234934185157209,0.555227541442739
"CDC42EP5",164.206492623279,0.220674591381371,0.185815563533723,1.18760015137979,0.234990978178187,0.555273314736384
"AL161431.1",65.9486171822579,0.336211949463116,0.28317056734137,1.18731248314308,0.235104385987752,0.555452830398133
"PSMD4",1438.1866916562,0.0794497307778419,0.0669209633870399,1.18721737937844,0.235141887385062,0.555452982507906
"ZNF575",58.5207756195343,0.349652207968252,0.29456322763553,1.18701920390717,0.235220045710728,0.555549159218413
"EMC1",2006.79125518024,0.067898790842105,0.0572110932400119,1.18681163034686,0.235301930260755,0.555632288598729
"QKI",2878.79950870172,0.0632464290406921,0.0532942532883232,1.18674012934429,0.235330140968822,0.555632288598729
"DPY30",316.257826143589,-0.173458205518518,0.146193452499179,-1.18649777095518,0.235425781238211,0.555769660498224
"NCK1",411.401445612985,0.147873707914596,0.124658500744635,1.18623043780639,0.235531309033787,0.555841901087053
"PPIL6",63.1979974872888,-0.326223430537143,0.274994814282632,-1.18628939017686,0.235508035142343,0.555841901087053
"MIER3",587.157360911579,0.13264988270918,0.11183806434395,1.1860888641744,0.235587207740156,0.55588540096067
"LCMT1",495.486068741186,-0.122726466822137,0.103492591125847,-1.18584785139742,0.235682390432688,0.556021565725837
"AC005229.4",43.997742133445,-0.398615417370203,0.336271932932325,-1.18539603913486,0.235860897054493,0.556177388683647
"EPB41L4A-AS1",289.135327454553,0.161827489415407,0.136498527321855,1.18556216386004,0.235795251678732,0.556177388683647
"GEN1",288.189091936419,-0.176978751802736,0.149290887014207,-1.1854625244868,0.235834623339534,0.556177388683647
"GLIDR",165.691772710004,0.242138728840299,0.204405742265915,1.18459846654061,0.23617624362922,0.556832500671658
"ZBED9",160.391818718708,0.241907711693006,0.204281358504818,1.1841888729524,0.23633830577661,0.557126063363133
"ZNF346",280.560777639124,-0.162195114970479,0.136990256558601,-1.18399015408148,0.236416960350043,0.557222945307956
"AC007325.4",62.6291630092442,-0.347885469598307,0.293851179329194,-1.18388318329184,0.236459307936665,0.55723423631771
"BLZF1",499.94116679049,0.147311497523789,0.124460617830195,1.18359927896847,0.236571725961671,0.557322253512863
"SLC25A5",3574.11263464278,-0.0664219313889652,0.0561186042695173,-1.18359913354161,0.236571783556245,0.557322253512863
"YWHAZ",13942.760680467,0.0463637223835316,0.0391787304237346,1.18339011708874,0.236654572279102,0.557428780585019
"BCL9L",7259.23498465588,0.0485696513464296,0.0410472617347569,1.18326166700915,0.236705459860195,0.557440102997371
"HNRNPH3",1675.41737189651,-0.079703478574281,0.0673633074704058,-1.18318831968422,0.236734521061295,0.557440102997371
"NIF3L1",236.091059768827,-0.196362403790967,0.165998236645238,-1.18291861262733,0.236841404329993,0.557603287217408
"AKR7A3",39.0246360238612,-0.435919553706955,0.368823964532106,-1.18191765076862,0.237238377628514,0.558046265968604
"CENPS",163.758729108188,-0.212684735182882,0.17999403145587,-1.18162104300124,0.237356100094568,0.558046265968604
"DOK3",91.5256664242899,0.279283300761565,0.236344888843667,1.18167692192532,0.237333918812824,0.558046265968604
"FAR2",246.971062533571,0.178314756388143,0.15090516585563,1.1816345409854,0.237350741901089,0.558046265968604
"LYRM2",649.914999875603,0.106377991463351,0.0900348748668935,1.18151984573332,0.237396274336795,0.558046265968604
"PRELID3A",55.4373730452632,-0.367153504736128,0.310713867065689,-1.18164505563734,0.23734656803783,0.558046265968604
"TSSC4",459.476529473965,0.12464635298092,0.1054784461969,1.18172344659154,0.237315451845003,0.558046265968604
"UBE2E2",579.033245390094,0.115078959771826,0.0974010440640159,1.18149616236343,0.23740567707716,0.558046265968604
"ZNF14",98.840726595717,0.284784968950431,0.241027321183305,1.18154642200852,0.237385723372248,0.558046265968604
"ZNF875",391.080993507851,-0.152192451974799,0.128721438529633,-1.18233958315936,0.237070985404331,0.558046265968604
"AC021218.1",29.8449442119989,0.476798748821363,0.403609301511712,1.18133736520819,0.237468729311381,0.558106056833986
"H1-0",1399.14656208757,0.195729205677199,0.165704394925347,1.18119501758163,0.237525260125975,0.558150504353672
"WDR54",551.936727500503,0.119166663292581,0.100930238356838,1.18068346248493,0.23772849355251,0.558539613434457
"AC087289.5",61.3941974349098,-0.355118888265004,0.300799260782098,-1.18058431174888,0.237767898908206,0.558543748591047
"CA9",258.407311827461,0.193060439948607,0.163566494713613,1.18031776793062,0.237873853960701,0.558704190472523
"ASB1",782.432162765994,-0.104098335000637,0.0882039910415079,-1.18019982737118,0.237920747691593,0.558725883744883
"EIF2S1",1691.83267488966,-0.0787679029019688,0.0667589048182358,-1.17988608585521,0.23804552459982,0.5588748880063
"HILPDA",325.505774715633,0.183929143009549,0.155917017981356,1.17966047190271,0.238135281195785,0.5588748880063
"MTMR11",534.336430694221,0.145434045836955,0.123304344869081,1.17947219127899,0.238210203663264,0.5588748880063
"MVP",5196.5548544718,0.0481681345069652,0.0408308316730388,1.17970005834516,0.238119530688385,0.5588748880063
"PRPF40B",629.754900469486,0.119251824550371,0.101073960293577,1.17984715552843,0.238061010649246,0.5588748880063
"RER1",2072.40022151496,0.0694832489754949,0.058909924744456,1.17948290168261,0.238205941228338,0.5588748880063
"NPEPL1",1675.28336337755,-0.0886700171010675,0.0751903586579864,-1.17927376173846,0.238289182696621,0.558883434029366
"NUTM2A",78.5347870644444,0.314970164262579,0.267084590519742,1.17928991578905,0.238282752361545,0.558883434029366
"C4orf33",137.007486530063,0.235266371125053,0.199552012628213,1.17897267998685,0.238409054718789,0.558987854750739
"NEO1",1602.66057614461,0.0748606135386041,0.0634917825577452,1.17905988023756,0.238374332626175,0.558987854750739
"AC010653.2",29.5672672539812,0.671668928125857,0.56997842464311,1.17841114520505,0.238632736641932,0.559247182681464
"ARHGEF40",793.858211930301,0.0973185040707511,0.0825829981733587,1.17843268255361,0.238624154718074,0.559247182681464
"GCNT3",353.780713645146,0.158940265555155,0.134856189478378,1.17859080973542,0.238561152915565,0.559247182681464
"AC253572.1",31.004838672178,0.48815316900296,0.414309275310305,1.17823374491761,0.238703433098034,0.559324516246925
"BLOC1S4",249.06612171329,-0.166184641709899,0.141080957620644,-1.17793814638511,0.238821266010583,0.559423922292235
"IMMP1L",41.1439107470268,-0.401900781353578,0.341166475846719,-1.17801955879788,0.238788808907537,0.559423922292235
"DCHS1",65.5768928150729,0.326573588288565,0.27729896091102,1.17769495859509,0.238918237467439,0.559562729171965
"NUP205",1424.457315264,0.0812743547316295,0.0690312097320809,1.17735666297992,0.239053179493013,0.559790407850038
"AF117829.1",222.586352795528,-0.179451652978356,0.152444061402593,-1.17716394674397,0.239130075700833,0.5598821103319
"AC141586.1",460.66560425737,0.144066537220569,0.122410097343157,1.17691710363322,0.239228594699064,0.559899304936908
"EEFSEC",345.560880994861,-0.149317791294933,0.126877920687493,-1.17686190383519,0.239250629729729,0.559899304936908
"LYRM7",364.373264196041,-0.138316592975556,0.117513712877385,-1.17702512829185,0.239185476823157,0.559899304936908
"LRP2",62.935591045254,-0.455583593584212,0.387214763424187,-1.176565659727,0.239368910923882,0.560087767130996
"MTG1",651.188124596149,0.10745021623096,0.09134271560761,1.1763413810965,0.239458485933482,0.560137642875649
"PTP4A3",93.6435970381374,-0.330459082737128,0.280925405013243,-1.17632324040451,0.239465732207336,0.560137642875649
"TLE3",1994.88266213728,-0.0655953552482444,0.0557759733849162,-1.17605038993338,0.239574740597887,0.560304291653665
"SPCS1",1235.09351383954,0.0797047321524821,0.0677835457375848,1.17587139010179,0.239646273070243,0.560383255089551
"GOLGA2",1707.67166810443,0.0709433033759356,0.0603381704316491,1.17576159284279,0.239690158045048,0.560397553563563
"MED16",1875.06872198508,0.072915864824691,0.0620332193070731,1.17543254467816,0.239821709563758,0.560491708419022
"MPLKIP",411.228205549806,-0.133671078609947,0.113709611610023,-1.17554775464701,0.239775643507073,0.560491708419022
"NFS1",473.88906874647,-0.129789085051168,0.110423328341569,-1.1753774043986,0.239843759301231,0.560491708419022
"AC113189.4",32.5201414138308,-0.474777594400902,0.403968865318004,-1.17528263973303,0.239881657551001,0.560491992611685
"NCOR2",8885.21260254381,-0.0443642167754313,0.0377617843017749,-1.17484429286744,0.240057015990177,0.560656114173554
"PCBP4",751.543202250647,0.107709829689859,0.0916816974459837,1.17482368553788,0.240065262070808,0.560656114173554
"TRRAP",4183.84257743038,0.0524565125738457,0.0446442656845313,1.17498880919037,0.239999192987924,0.560656114173554
"H4C14",1493.00662965309,-0.116971143393674,0.0995973416595525,-1.17444041622626,0.24021866474595,0.560749579741293
"MTDH",3810.40266376283,-0.0530502269721996,0.0451656551196795,-1.17457007612593,0.240166760934442,0.560749579741293
"RABGEF1",803.586491687139,-0.100182824987686,0.0852960267377991,-1.17453096960365,0.240182414730472,0.560749579741293
"FAM193B",934.156538606975,0.105274031566266,0.0896811184658876,1.17387063595008,0.240446845674125,0.561193935703475
"GBA2",1574.48825454622,-0.0835277595322795,0.0712105924327632,-1.17296818743849,0.240808563253541,0.561773058646664
"GON4L",1467.25526675087,-0.0748843092061728,0.0638382550982595,-1.173031892725,0.240783016464116,0.561773058646664
"RPS17",8269.21678655752,-0.0473019512309448,0.0403247777943109,-1.17302447324628,0.24078599168978,0.561773058646664
"PITHD1",546.423484950063,0.114101330495144,0.0973144264568101,1.17250170041113,0.240995689824485,0.562121215206081
"RPUSD1",774.48911595035,-0.109396074291186,0.0933427249149419,-1.17198286626914,0.241203935169087,0.562442720534419
"ZNF17",112.373297068336,-0.264552933006355,0.225733653105569,-1.17196939564271,0.241209343584317,0.562442720534419
"BBS12",197.485546379333,-0.184258346264838,0.157237486826556,-1.17184743907849,0.241258312656976,0.562468507996786
"VTA1",703.365763101807,-0.108267557610003,0.0924027945709322,-1.17169137700584,0.241320986281938,0.562526233066004
"AC012360.3",34.7684638498223,-0.466207628085103,0.398166180915322,-1.17088705779422,0.241644177987148,0.562552795101909
"CEP152",224.493747463114,-0.178271606046312,0.152251525428138,-1.17090193707422,0.241638196427608,0.562552795101909
"MICALL1",2064.92948192346,0.0686627795042998,0.0586332039301038,1.17105624291233,0.241576170702018,0.562552795101909
"PLEKHG2",1300.63106796062,0.0778170748128645,0.0664640896854521,1.17081382113471,0.241673621081052,0.562552795101909
"PLEKHN1",237.228152663761,0.17612406083135,0.150421204710971,1.17087255862474,0.241650006840239,0.562552795101909
"RHNO1",394.56192320404,-0.142006787759648,0.12127688175846,-1.17093040075415,0.241626754148417,0.562552795101909
"RPF2",559.293957376046,-0.125974195203246,0.107560743452155,-1.17119119076451,0.24152193541811,0.562552795101909
"SIAE",1262.2019673188,-0.0823712284699925,0.0703341583233549,-1.17114117000303,0.241542037666825,0.562552795101909
"ST20-MTHFS",139.294930371164,-0.25006810825154,0.213559632640073,-1.17095213716254,0.241618016460798,0.562552795101909
"KAZN",1555.12650620311,-0.0837779811880699,0.0715735308910594,-1.17051625293695,0.241793277417261,0.562566544933338
"LENG8-AS1",64.9284515981715,-0.367938531811707,0.314335326867773,-1.17052873273287,0.241788258279267,0.562566544933338
"ZNF711",43.4775869622405,-0.389356129884661,0.332624952337416,-1.17055598850472,0.24177729677801,0.562566544933338
"CFAP206",57.0310533839063,0.37755474976106,0.32260883311366,1.17031745881565,0.241873238540943,0.562664352497956
"ODF3B",568.578679913144,0.332360137172476,0.284018421183496,1.17020626967625,0.241917970353635,0.562680189079305
"PHTF1",628.224386253872,0.117605362203724,0.100509228593721,1.17009516289403,0.241962674847881,0.562695957165831
"MARK4",1424.90717572401,0.0786658361948426,0.067255455313417,1.16965732858773,0.242138896744615,0.562766564568331
"PELO",695.056032536363,0.107402397948778,0.0918247771472486,1.16964507059516,0.242143831706069,0.562766564568331
"PLTP",521.101739677523,0.117689472261167,0.100609278752566,1.16976757730872,0.24209451474605,0.562766564568331
"RBM43",267.750025038062,0.178309668848618,0.152447971966349,1.16964277417857,0.242144756231329,0.562766564568331
"TCTEX1D4",69.2103123733367,-0.403437509843043,0.345045438631761,-1.16923009167381,0.242310940364298,0.563064592354752
"IPO5",3243.59653269798,-0.0608473535394509,0.0520822322756629,-1.16829388604919,0.242688240695271,0.563853026494792
"CHKA",317.255588936317,-0.15198230226419,0.130138681491353,-1.16784879424407,0.242867761999439,0.56409096657468
"IKBKG",544.077282267639,0.124928329971973,0.106981424074849,1.16775721628614,0.242904710214034,0.56409096657468
"TRAF3IP2",749.904559824187,0.109314290076586,0.0936008144513817,1.16787755231944,0.242856160027693,0.56409096657468
"BMP2K",2317.5378629789,-0.0635005229364085,0.0544000748205011,-1.16728741910623,0.243094317598942,0.564442940565807
"EIF2S3B",97.9103997646199,-0.268780328883417,0.230343124075554,-1.16686933878372,0.243263139826253,0.56456987417521
"LRRC59",3087.91372263085,-0.057861169047156,0.0495828779426453,-1.16695866492636,0.243227062712386,0.56456987417521
"MYO15B",287.883940935072,0.180765159911576,0.154913975940728,1.16687444637493,0.243261076866869,0.56456987417521
"AC078846.1",137.936560160332,-0.2355214600064,0.201892898322577,-1.16656634266597,0.243385542153276,0.564765606651261
"SCD",16153.2279786297,0.0673351608853464,0.0577261332194562,1.16645888317792,0.243428963306797,0.564778034180289
"AMN1",56.7854795743883,0.377274984659276,0.323592510278646,1.16589529323285,0.243656782224071,0.56505905460816
"KTN1-AS1",63.9096216120675,-0.355640987595165,0.304997936570526,-1.16604391358867,0.243596691156971,0.56505905460816
"LINC01184",286.260417379018,0.153412954006134,0.131605291109544,1.16570506180058,0.243733712924059,0.56505905460816
"LRPPRC",3205.52359799637,-0.0581523971030422,0.049882556964715,-1.16578621148425,0.243700893432339,0.56505905460816
"NME6",454.368263318709,0.124360835899618,0.10668447183683,1.16568825582999,0.243740510176735,0.56505905460816
"NAV1",2967.8754330498,0.0607017775011855,0.0520956291637043,1.16519904789781,0.243938430950156,0.565410526421716
"PRR14",845.110069374243,0.0991157908987038,0.0850687931141725,1.16512515659742,0.243968335253207,0.565410526421716
"AL583722.3",33.296687086618,-0.45663658133783,0.392078115328379,-1.16465715245387,0.244157799455255,0.565495127079412
"HEXIM2",172.179675019747,0.215703118322837,0.185177021183886,1.16484819198294,0.244080447595564,0.565495127079412
"PSRC1",145.776973726563,0.236092709683953,0.202718689721044,1.16463218072707,0.244167911773458,0.565495127079412
"SNRPE",433.359747685211,0.142354727986871,0.122238617596313,1.16456428243479,0.244195408721291,0.565495127079412
"STX5",663.323058311778,-0.105958288938258,0.0909672869173943,-1.16479552736883,0.244101769766834,0.565495127079412
"IQUB",40.5020736882908,-0.409350417711399,0.351547784414422,-1.16442326152975,0.244252525271301,0.565539125694491
"CCDC183-AS1",154.624552588331,-0.213753503514201,0.183601744448568,-1.16422370689446,0.244333365289685,0.565568192971993
"PRADC1",159.427563991018,-0.235940781437484,0.202662733515358,-1.16420408106064,0.244341316772291,0.565568192971993
"KLF13",3790.9080805216,0.0584519835649621,0.0502132510314214,1.1640748679743,0.244393672490578,0.565601141591438
"AL365205.1",493.489421731688,-0.152162857270657,0.130798217306521,-1.16334045221785,0.244691399261605,0.56581894924355
"C20orf27",435.201804560404,-0.146580355498918,0.126006264701097,-1.16327831672992,0.244716600208658,0.56581894924355
